"phys","phys4","phys6","phys8","phys10","school_code","year"
"All Tests - District ","50.7 ","54.2 ","55.9","65.3","0545211","201415"
"Sit & Reach ","N/A ","N/A ","68.3","N/A","0545211","201516"
"Curl Up ","N/A ","N/A ","78","N/A","0545211","201516"
"Push Up ","N/A ","N/A ","83.2","N/A","0545211","201516"
"Mile Run/PACER ","N/A ","N/A ","81","N/A","0545211","201516"
"All Tests - School ","N/A ","N/A ","47.7","N/A","0545211","201516"
"All Tests - District ","46.9 ","49.9 ","47.7","58.7","0545211","201516"
"Sit & Reach ",". ",". ",". ","83.8","0546111","201314"
"Curl Up ",". ",". ",". ","86.6","0546111","201314"
"Push Up ",". ",". ",". ","87.2","0546111","201314"
"Mile Run/PACER ",". ",". ",". ","81.3","0546111","201314"
"All Tests - School ",". ",". ",". ","70","0546111","201314"
"All Tests - District ","51.9 ","51.5 ","60.6 ","70","0546111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","85.5","0546111","201415"
"Curl Up ","N/A ","N/A ","N/A ","89.7","0546111","201415"
"Push Up ","N/A ","N/A ","N/A ","85.9","0546111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","74.7","0546111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","65.3","0546111","201415"
"All Tests - District ","50.7 ","54.2 ","55.9 ","65.3","0546111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","77.5","0546111","201516"
"Curl Up ","N/A ","N/A ","N/A ","94.6","0546111","201516"
"Push Up ","N/A ","N/A ","N/A ","85.7","0546111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","79.3","0546111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","58.7","0546111","201516"
"All Tests - District ","46.9 ","49.9 ","47.7 ","58.7","0546111","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0560111","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0560111","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0560111","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0560111","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0560111","201314"
"All Tests - District ","55.8 ","66.9 ","54.7 ","73.6","0560111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0560111","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0560111","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0560111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0560111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0560111","201415"
"All Tests - District ","60.8 ","68.5 ","49.1 ","60.7","0560111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0560111","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0560111","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0560111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0560111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0560111","201516"
"All Tests - District ","60.5 ","65.1 ","46.7 ","59.2","0560111","201516"
"Sit & Reach ","83.3","84.1",". ",".","0560311","201314"
"Curl Up ","78.8","82.6",". ",".","0560311","201314"
"Push Up ","47","68.1",". ",".","0560311","201314"
"Mile Run/PACER ","83.3","95.7",". ",".","0560311","201314"
"All Tests - School ","31.8","59.4",". ",".","0560311","201314"
"All Tests - District ","55.8","66.9","54.7 ","73.6","0560311","201314"
"Sit & Reach ","89.7","84.6","N/A ","N/A","0560311","201415"
"Curl Up ","82.4","96.2","N/A ","N/A","0560311","201415"
"Push Up ","58.8","65.4","N/A ","N/A","0560311","201415"
"Mile Run/PACER ","86.8","92.3","N/A ","N/A","0560311","201415"
"All Tests - School ","50","59","N/A ","N/A","0560311","201415"
"All Tests - District ","60.8","68.5","49.1 ","60.7","0560311","201415"
"Sit & Reach ","88.2","81.3","N/A ","N/A","0560311","201516"
"Curl Up ","80.9","84.4","N/A ","N/A","0560311","201516"
"Push Up ","50","68.8","N/A ","N/A","0560311","201516"
"Mile Run/PACER ","82.4","95.3","N/A ","N/A","0560311","201516"
"All Tests - School ","45.6","51.6","N/A ","N/A","0560311","201516"
"All Tests - District ","60.5","65.1","46.7 ","59.2","0560311","201516"
"Sit & Reach ","93.2","90.1",". ",".","0560411","201314"
"Curl Up ","95.5","91.2",". ",".","0560411","201314"
"Push Up ","79.5","83.5",". ",".","0560411","201314"
"Mile Run/PACER ","94.3","89",". ",".","0560411","201314"
"All Tests - School ","73.9","72.5",". ",".","0560411","201314"
"All Tests - District ","55.8","66.9","54.7 ","73.6","0560411","201314"
"Sit & Reach ","96.8","89.7","N/A ","N/A","0560411","201415"
"Curl Up ","90.3","91.2","N/A ","N/A","0560411","201415"
"Push Up ","82.3","91.2","N/A ","N/A","0560411","201415"
"Mile Run/PACER ","91.9","95.6","N/A ","N/A","0560411","201415"
"All Tests - School ","72.6","79.4","N/A ","N/A","0560411","201415"
"All Tests - District ","60.8","68.5","49.1 ","60.7","0560411","201415"
"Sit & Reach ","96.7","89.8","N/A ","N/A","0560411","201516"
"Curl Up ","91.8","92","N/A ","N/A","0560411","201516"
"Push Up ","85.2","85.2","N/A ","N/A","0560411","201516"
"Mile Run/PACER ","93.4","96.6","N/A ","N/A","0560411","201516"
"All Tests - School ","77","75","N/A ","N/A","0560411","201516"
"All Tests - District ","60.5","65.1","46.7 ","59.2","0560411","201516"
"Sit & Reach ",". ",". ","75.8",".","0565111","201314"
"Curl Up ",". ",". ","86.3",".","0565111","201314"
"Push Up ",". ",". ","74.5",".","0565111","201314"
"Mile Run/PACER ",". ",". ","83.2",".","0565111","201314"
"All Tests - School ",". ",". ","54.7",".","0565111","201314"
"All Tests - District ","55.8 ","66.9 ","54.7","73.6","0565111","201314"
"Sit & Reach ","N/A ","N/A ","74.8","N/A","0565111","201415"
"Curl Up ","N/A ","N/A ","79.1","N/A","0565111","201415"
"Push Up ","N/A ","N/A ","75.5","N/A","0565111","201415"
"Mile Run/PACER ","N/A ","N/A ","82.8","N/A","0565111","201415"
"All Tests - School ","N/A ","N/A ","49.1","N/A","0565111","201415"
"All Tests - District ","60.8 ","68.5 ","49.1","60.7","0565111","201415"
"Sit & Reach ","N/A ","N/A ","75","N/A","0565111","201516"
"Curl Up ","N/A ","N/A ","75","N/A","0565111","201516"
"Push Up ","N/A ","N/A ","77.6","N/A","0565111","201516"
"Mile Run/PACER ","N/A ","N/A ","82.9","N/A","0565111","201516"
"All Tests - School ","N/A ","N/A ","46.7","N/A","0565111","201516"
"All Tests - District ","60.5 ","65.1 ","46.7","59.2","0565111","201516"
"Sit & Reach ",". ",". ",". ","97.8","0566111","201314"
"Curl Up ",". ",". ",". ","96.7","0566111","201314"
"Push Up ",". ",". ",". ","88.5","0566111","201314"
"Mile Run/PACER ",". ",". ",". ","79.7","0566111","201314"
"All Tests - School ",". ",". ",". ","73.6","0566111","201314"
"All Tests - District ","55.8 ","66.9 ","54.7 ","73.6","0566111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","90","0566111","201415"
"Curl Up ","N/A ","N/A ","N/A ","92.9","0566111","201415"
"Push Up ","N/A ","N/A ","N/A ","76.4","0566111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","75","0566111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","60.7","0566111","201415"
"All Tests - District ","60.8 ","68.5 ","49.1 ","60.7","0566111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","93.4","0566111","201516"
"Curl Up ","N/A ","N/A ","N/A ","96.7","0566111","201516"
"Push Up ","N/A ","N/A ","N/A ","78.9","0566111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","63.2","0566111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","59.2","0566111","201516"
"All Tests - District ","60.5 ","65.1 ","46.7 ","59.2","0566111","201516"
"Sit & Reach ","94.8",". ",". ",".","0570211","201314"
"Curl Up ","98.3",". ",". ",".","0570211","201314"
"Push Up ","86.2",". ",". ",".","0570211","201314"
"Mile Run/PACER ","93.1",". ",". ",".","0570211","201314"
"All Tests - School ","84.5",". ",". ",".","0570211","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570211","201314"
"Sit & Reach ","86.5","N/A ","N/A ","N/A","0570211","201415"
"Curl Up ","98.6","N/A ","N/A ","N/A","0570211","201415"
"Push Up ","73","N/A ","N/A ","N/A","0570211","201415"
"Mile Run/PACER ","100","N/A ","N/A ","N/A","0570211","201415"
"All Tests - School ","67.6","N/A ","N/A ","N/A","0570211","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0570211","201415"
"Sit & Reach ","95.6","N/A ","N/A ","N/A","0570211","201516"
"Curl Up ","98.5","N/A ","N/A ","N/A","0570211","201516"
"Push Up ","80.9","N/A ","N/A ","N/A","0570211","201516"
"Mile Run/PACER ","100","N/A ","N/A ","N/A","0570211","201516"
"All Tests - School ","73.5","N/A ","N/A ","N/A","0570211","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570211","201516"
"Sit & Reach ","67.2",". ",". ",".","0570311","201314"
"Curl Up ","73.8",". ",". ",".","0570311","201314"
"Push Up ","73.8",". ",". ",".","0570311","201314"
"Mile Run/PACER ","85.2",". ",". ",".","0570311","201314"
"All Tests - School ","41",". ",". ",".","0570311","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570311","201314"
"Sit & Reach ","85.7","N/A ","N/A ","N/A","0570311","201415"
"Curl Up ","98.2","N/A ","N/A ","N/A","0570311","201415"
"Push Up ","89.3","N/A ","N/A ","N/A","0570311","201415"
"Mile Run/PACER ","96.4","N/A ","N/A ","N/A","0570311","201415"
"All Tests - School ","78.6","N/A ","N/A ","N/A","0570311","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0570311","201415"
"Sit & Reach ","88.9","N/A ","N/A ","N/A","0570311","201516"
"Curl Up ","90.7","N/A ","N/A ","N/A","0570311","201516"
"Push Up ","92.6","N/A ","N/A ","N/A","0570311","201516"
"Mile Run/PACER ","98.1","N/A ","N/A ","N/A","0570311","201516"
"All Tests - School ","77.8","N/A ","N/A ","N/A","0570311","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570311","201516"
"Sit & Reach ","95.8",". ",". ",".","0570411","201314"
"Curl Up ","97.9",". ",". ",".","0570411","201314"
"Push Up ","81.3",". ",". ",".","0570411","201314"
"Mile Run/PACER ","93.8",". ",". ",".","0570411","201314"
"All Tests - School ","75",". ",". ",".","0570411","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570411","201314"
"Sit & Reach ","90.9","N/A ","N/A ","N/A","0570411","201415"
"Curl Up ","90.9","N/A ","N/A ","N/A","0570411","201415"
"Push Up ","84.4","N/A ","N/A ","N/A","0570411","201415"
"Mile Run/PACER ","96.1","N/A ","N/A ","N/A","0570411","201415"
"All Tests - School ","83.1","N/A ","N/A ","N/A","0570411","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0570411","201415"
"Sit & Reach ","95.8","N/A ","N/A ","N/A","0570411","201516"
"Curl Up ","97.9","N/A ","N/A ","N/A","0570411","201516"
"Push Up ","81.3","N/A ","N/A ","N/A","0570411","201516"
"Mile Run/PACER ","93.8","N/A ","N/A ","N/A","0570411","201516"
"All Tests - School ","75","N/A ","N/A ","N/A","0570411","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570411","201516"
"Sit & Reach ","84.4",". ",". ",".","0570511","201314"
"Curl Up ","82.8",". ",". ",".","0570511","201314"
"Push Up ","65.6",". ",". ",".","0570511","201314"
"Mile Run/PACER ","96.9",". ",". ",".","0570511","201314"
"All Tests - School ","59.4",". ",". ",".","0570511","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570511","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0570511","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0570511","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0570511","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0570511","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0570511","201415"
"All Tests - District ","81.7 ","66.5 ","64.6 ","N/A","0570511","201415"
"Sit & Reach ","82.9","N/A ","N/A ","N/A","0570511","201516"
"Curl Up ","64.3","N/A ","N/A ","N/A","0570511","201516"
"Push Up ","67.1","N/A ","N/A ","N/A","0570511","201516"
"Mile Run/PACER ","78.6","N/A ","N/A ","N/A","0570511","201516"
"All Tests - School ","62.9","N/A ","N/A ","N/A","0570511","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570511","201516"
"Sit & Reach ","100",". ",". ",".","0570611","201314"
"Curl Up ","100",". ",". ",".","0570611","201314"
"Push Up ","91.2",". ",". ",".","0570611","201314"
"Mile Run/PACER ","91.2",". ",". ",".","0570611","201314"
"All Tests - School ","88.2",". ",". ",".","0570611","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570611","201314"
"Sit & Reach ","95.7","N/A ","N/A ","N/A","0570611","201415"
"Curl Up ","89.4","N/A ","N/A ","N/A","0570611","201415"
"Push Up ","74.5","N/A ","N/A ","N/A","0570611","201415"
"Mile Run/PACER ","91.5","N/A ","N/A ","N/A","0570611","201415"
"All Tests - School ","72.3","N/A ","N/A ","N/A","0570611","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0570611","201415"
"Sit & Reach ","100","N/A ","N/A ","N/A","0570611","201516"
"Curl Up ","97.4","N/A ","N/A ","N/A","0570611","201516"
"Push Up ","84.6","N/A ","N/A ","N/A","0570611","201516"
"Mile Run/PACER ","94.9","N/A ","N/A ","N/A","0570611","201516"
"All Tests - School ","84.6","N/A ","N/A ","N/A","0570611","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570611","201516"
"Sit & Reach ","89.7",". ",". ",".","0570711","201314"
"Curl Up ","89.7",". ",". ",".","0570711","201314"
"Push Up ","66.7",". ",". ",".","0570711","201314"
"Mile Run/PACER ","92.3",". ",". ",".","0570711","201314"
"All Tests - School ","60.3",". ",". ",".","0570711","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570711","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0570711","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0570711","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0570711","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0570711","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0570711","201415"
"All Tests - District ","81.7 ","66.5 ","64.6 ","N/A","0570711","201415"
"Sit & Reach ","92.1","N/A ","N/A ","N/A","0570711","201516"
"Curl Up ","90.5","N/A ","N/A ","N/A","0570711","201516"
"Push Up ","81","N/A ","N/A ","N/A","0570711","201516"
"Mile Run/PACER ","90.5","N/A ","N/A ","N/A","0570711","201516"
"All Tests - School ","74.6","N/A ","N/A ","N/A","0570711","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570711","201516"
"Sit & Reach ","96.6",". ",". ",".","0570811","201314"
"Curl Up ","94.8",". ",". ",".","0570811","201314"
"Push Up ","89.7",". ",". ",".","0570811","201314"
"Mile Run/PACER ","100",". ",". ",".","0570811","201314"
"All Tests - School ","86.2",". ",". ",".","0570811","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570811","201314"
"Sit & Reach ","98.5","N/A ","N/A ","N/A","0570811","201415"
"Curl Up ","95.5","N/A ","N/A ","N/A","0570811","201415"
"Push Up ","91","N/A ","N/A ","N/A","0570811","201415"
"Mile Run/PACER ","100","N/A ","N/A ","N/A","0570811","201415"
"All Tests - School ","89.6","N/A ","N/A ","N/A","0570811","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0570811","201415"
"Sit & Reach ","96.7","N/A ","N/A ","N/A","0570811","201516"
"Curl Up ","98.3","N/A ","N/A ","N/A","0570811","201516"
"Push Up ","85","N/A ","N/A ","N/A","0570811","201516"
"Mile Run/PACER ","98.3","N/A ","N/A ","N/A","0570811","201516"
"All Tests - School ","85","N/A ","N/A ","N/A","0570811","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570811","201516"
"Sit & Reach ","90.3",". ",". ",".","0570911","201314"
"Curl Up ","95.2",". ",". ",".","0570911","201314"
"Push Up ","88.7",". ",". ",".","0570911","201314"
"Mile Run/PACER ","93.5",". ",". ",".","0570911","201314"
"All Tests - School ","79",". ",". ",".","0570911","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0570911","201314"
"Sit & Reach ","88.8","N/A ","N/A ","N/A","0570911","201415"
"Curl Up ","100","N/A ","N/A ","N/A","0570911","201415"
"Push Up ","93.8","N/A ","N/A ","N/A","0570911","201415"
"Mile Run/PACER ","97.5","N/A ","N/A ","N/A","0570911","201415"
"All Tests - School ","86.3","N/A ","N/A ","N/A","0570911","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0570911","201415"
"Sit & Reach ","80.7","N/A ","N/A ","N/A","0570911","201516"
"Curl Up ","100","N/A ","N/A ","N/A","0570911","201516"
"Push Up ","98.2","N/A ","N/A ","N/A","0570911","201516"
"Mile Run/PACER ","96.5","N/A ","N/A ","N/A","0570911","201516"
"All Tests - School ","77.2","N/A ","N/A ","N/A","0570911","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0570911","201516"
"Sit & Reach ","94",". ",". ",".","0571011","201314"
"Curl Up ","100",". ",". ",".","0571011","201314"
"Push Up ","98.8",". ",". ",".","0571011","201314"
"Mile Run/PACER ","97.6",". ",". ",".","0571011","201314"
"All Tests - School ","92.9",". ",". ",".","0571011","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0571011","201314"
"Sit & Reach ","90.9","N/A ","N/A ","N/A","0571011","201415"
"Curl Up ","100","N/A ","N/A ","N/A","0571011","201415"
"Push Up ","100","N/A ","N/A ","N/A","0571011","201415"
"Mile Run/PACER ","98.9","N/A ","N/A ","N/A","0571011","201415"
"All Tests - School ","90.9","N/A ","N/A ","N/A","0571011","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0571011","201415"
"Sit & Reach ","83.1","N/A ","N/A ","N/A","0571011","201516"
"Curl Up ","100","N/A ","N/A ","N/A","0571011","201516"
"Push Up ","97.2","N/A ","N/A ","N/A","0571011","201516"
"Mile Run/PACER ","100","N/A ","N/A ","N/A","0571011","201516"
"All Tests - School ","83.1","N/A ","N/A ","N/A","0571011","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0571011","201516"
"Sit & Reach ","97.5",". ",". ",".","0571111","201314"
"Curl Up ","87.5",". ",". ",".","0571111","201314"
"Push Up ","97.5",". ",". ",".","0571111","201314"
"Mile Run/PACER ","87.5",". ",". ",".","0571111","201314"
"All Tests - School ","82.5",". ",". ",".","0571111","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0571111","201314"
"Sit & Reach ","100","N/A ","N/A ","N/A","0571111","201415"
"Curl Up ","100","N/A ","N/A ","N/A","0571111","201415"
"Push Up ","92.1","N/A ","N/A ","N/A","0571111","201415"
"Mile Run/PACER ","92.1","N/A ","N/A ","N/A","0571111","201415"
"All Tests - School ","84.2","N/A ","N/A ","N/A","0571111","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0571111","201415"
"Sit & Reach ","100","N/A ","N/A ","N/A","0571111","201516"
"Curl Up ","100","N/A ","N/A ","N/A","0571111","201516"
"Push Up ","100","N/A ","N/A ","N/A","0571111","201516"
"Mile Run/PACER ","100","N/A ","N/A ","N/A","0571111","201516"
"All Tests - School ","100","N/A ","N/A ","N/A","0571111","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0571111","201516"
"Sit & Reach ","92.1",". ",". ",".","0571311","201314"
"Curl Up ","92.1",". ",". ",".","0571311","201314"
"Push Up ","90.5",". ",". ",".","0571311","201314"
"Mile Run/PACER ","95.2",". ",". ",".","0571311","201314"
"All Tests - School ","84.1",". ",". ",".","0571311","201314"
"All Tests - District ","75.1","67.7 ","60.8 ","68.1","0571311","201314"
"Sit & Reach ","86.4","N/A ","N/A ","N/A","0571311","201415"
"Curl Up ","93.2","N/A ","N/A ","N/A","0571311","201415"
"Push Up ","93.2","N/A ","N/A ","N/A","0571311","201415"
"Mile Run/PACER ","98.3","N/A ","N/A ","N/A","0571311","201415"
"All Tests - School ","78","N/A ","N/A ","N/A","0571311","201415"
"All Tests - District ","81.7","66.5 ","64.6 ","N/A","0571311","201415"
"Sit & Reach ","92.5","N/A ","N/A ","N/A","0571311","201516"
"Curl Up ","89.6","N/A ","N/A ","N/A","0571311","201516"
"Push Up ","89.6","N/A ","N/A ","N/A","0571311","201516"
"Mile Run/PACER ","98.5","N/A ","N/A ","N/A","0571311","201516"
"All Tests - School ","83.6","N/A ","N/A ","N/A","0571311","201516"
"All Tests - District ","78.3","58.9 ","67.2 ","68.3","0571311","201516"
"Sit & Reach ",". ","90.1","86.1",".","0575111","201314"
"Curl Up ",". ","91.7","95.2",".","0575111","201314"
"Push Up ",". ","91.7","93.3",".","0575111","201314"
"Mile Run/PACER ",". ","96.4","89.1",".","0575111","201314"
